squad,#_pl,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,a-xag,kp,1/3,ppa,crspa,team_id_
vs Lionesses,26,22.0,,,,,,,,,,,,,,,21,,,,,,5e296e13
