squad,#_pl,age,playing_time_mp,playing_time_min,playing_time_mn/mp,playing_time_min%,playing_time_90s,starts,starts_mn/start,starts_compl,subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_id_
vs Lionesses,26,26.1,22,1980,90,100,22.0,242,82,164,78,20,109,1.64,35,28,7,0.32,5e296e13
