squad,#_pl,age,poss,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,team_id_
vs Lionesses,26,26.1,50.2,22,242,1980,22.0,35,21,56,30,5,6,34,0,1.59,0.95,2.55,1.36,2.32,5e296e13
