squad,#_pl,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt,team_id_
vs Lionesses,26,22.0,35,253,86,34.0,11.5,3.91,0.14,0.41,5,6,5e296e13
